OrderDetailID,OrderID,ProductID,Quantity,ProductName,ProductPrice,CustomerID,OrderDate,CustomerFirstName,CustomerLastName,CustomerEmail
757,810,36,2,Bookshelf,150,283,2020/12/3,Olivia,Smith,olivia.smith16@live.com
758,84,31,3,Paper Clips,1,234,2021/12/27,Liam,Johnson,liam.johnson33@live.com
759,1471,20,3,Fitness Tracker,160,263,2023/6/7,Olivia,Smith,olivia.smith21@live.com
760,761,17,4,Microphone,120,374,2019/5/2,Mason,Brown,mason.brown83@gmail.com
761,626,23,5,Portable Charger,60,481,2023/9/29,Sophia,Davis,sophia.davis90@live.com
762,1224,1,3,Laptop,1200,386,2019/12/27,Isabella,Rodriguez,isabella.rodriguez47@live.com
763,1485,44,3,Whiteboard,130,217,2020/11/17,Emma,Davis,emma.davis12@live.com
764,1188,4,5,Monitor,300,143,2019/11/8,Ava,Jones,ava.jones99@gmail.com
765,1051,10,4,Camera,600,389,2020/5/10,Emma,Smith,emma.smith38@outlook.com
766,1752,32,3,Binder,8,97,2020/2/13,Liam,Rodriguez,liam.rodriguez62@gmail.com
767,1574,8,5,External Hard Drive,120,424,2022/7/23,Emma,Smith,emma.smith45@hotmail.com
768,1042,11,5,Printer,200,71,2022/11/13,Emma,Johnson,emma.johnson63@gmail.com
769,904,5,2,Keyboard,100,428,2021/7/18,Noah,Rodriguez,noah.rodriguez63@live.com
770,1655,30,1,Stapler,12,163,2020/8/17,Ava,Rodriguez,ava.rodriguez4@hotmail.com
771,85,42,5,Office Chair,150,365,2023/10/1,Liam,Miller,liam.miller98@gmail.com
772,1992,47,2,Headphones,180,328,2019/9/5,Mason,Davis,mason.davis61@live.com
773,1038,12,1,E-reader,130,4,2020/5/15,Mason,Jones,mason.jones21@yahoo.com
774,792,4,2,Monitor,300,221,2021/4/9,Liam,Johnson,liam.johnson1@live.com
775,1471,37,3,Coffeemaker,90,263,2023/6/7,Olivia,Smith,olivia.smith21@live.com
776,1116,16,2,Webcam,100,255,2024/2/15,Isabella,Davis,isabella.davis35@gmail.com
777,1033,37,3,Coffeemaker,90,134,2020/11/1,Logan,Rodriguez,logan.rodriguez9@gmail.com
778,1262,13,5,Desk Lamp,90,321,2022/12/2,Logan,Johnson,logan.johnson92@gmail.com
779,99,9,1,Wireless Headphones,150,222,2021/10/10,Olivia,Smith,olivia.smith64@live.com
780,583,13,2,Desk Lamp,90,104,2021/4/21,Sophia,Brown,sophia.brown92@live.com
781,797,15,5,Bluetooth Speaker,180,126,2020/7/28,Ethan,Brown,ethan.brown23@yahoo.com
782,610,23,5,Portable Charger,60,154,2023/12/5,Emma,Garcia,emma.garcia48@outlook.com
783,1656,32,4,Binder,8,332,2019/1/9,Sophia,Garcia,sophia.garcia19@outlook.com
784,923,14,3,Gaming Chair,400,35,2021/7/11,Ava,Smith,ava.smith4@live.com
785,845,40,5,Wall Clock,45,413,2019/1/5,Logan,Martinez,logan.martinez61@yahoo.com
786,1227,5,5,Keyboard,100,19,2020/9/13,Logan,Williams,logan.williams55@outlook.com
787,110,49,5,Gaming Console,500,107,2022/3/22,Olivia,Williams,olivia.williams2@live.com
788,1034,20,3,Fitness Tracker,160,91,2023/12/19,Mason,Williams,mason.williams3@hotmail.com
789,285,9,5,Wireless Headphones,150,360,2020/4/23,Olivia,Garcia,olivia.garcia11@live.com
790,1660,23,4,Portable Charger,60,457,2022/5/9,Logan,Davis,logan.davis59@hotmail.com
791,904,26,2,Backpack,70,428,2021/7/18,Noah,Rodriguez,noah.rodriguez63@live.com
792,1446,37,2,Coffeemaker,90,160,2022/7/28,Ava,Smith,ava.smith28@gmail.com
793,227,39,1,Thermos,25,406,2020/8/17,Olivia,Jones,olivia.jones43@hotmail.com
794,1558,41,2,Desk,250,250,2022/6/16,Isabella,Rodriguez,isabella.rodriguez65@gmail.com
795,1876,40,2,Wall Clock,45,469,2021/9/16,Ava,Rodriguez,ava.rodriguez79@gmail.com
796,1393,1,1,Laptop,1200,176,2019/7/29,Emma,Martinez,emma.martinez25@yahoo.com
797,271,20,5,Fitness Tracker,160,128,2023/3/20,Logan,Davis,logan.davis16@yahoo.com
798,828,43,2,Filing Cabinet,200,452,2021/4/15,Ethan,Davis,ethan.davis8@gmail.com
799,902,38,2,Water Bottle,30,222,2021/3/6,Olivia,Smith,olivia.smith64@live.com
800,358,47,2,Headphones,180,130,2023/12/10,Olivia,Garcia,olivia.garcia2@gmail.com
801,1181,30,4,Stapler,12,170,2023/3/2,Noah,Johnson,noah.johnson46@live.com
802,1426,8,1,External Hard Drive,120,57,2022/7/2,Isabella,Martinez,isabella.martinez7@gmail.com
803,404,37,3,Coffeemaker,90,64,2019/8/20,Noah,Johnson,noah.johnson99@live.com
804,910,13,1,Desk Lamp,90,200,2019/7/16,Isabella,Davis,isabella.davis52@yahoo.com
805,501,24,1,SD Card,30,351,2023/9/11,Emma,Martinez,emma.martinez92@live.com
806,1384,23,2,Portable Charger,60,412,2022/4/26,Liam,Miller,liam.miller32@yahoo.com
807,1815,19,5,Graphic Tablet,300,253,2021/8/6,Emma,Smith,emma.smith29@live.com
808,1593,31,4,Paper Clips,1,398,2020/10/18,Noah,Jones,noah.jones51@gmail.com
809,1437,4,4,Monitor,300,246,2021/7/30,Olivia,Johnson,olivia.johnson33@gmail.com
810,248,7,4,Smartwatch,250,97,2023/8/6,Liam,Rodriguez,liam.rodriguez62@gmail.com
811,229,24,3,SD Card,30,13,2018/10/13,Olivia,Garcia,olivia.garcia76@yahoo.com
812,899,8,3,External Hard Drive,120,476,2019/4/29,Emma,Smith,emma.smith70@yahoo.com
813,726,10,5,Camera,600,194,2022/10/20,Emma,Miller,emma.miller98@yahoo.com
814,1048,1,1,Laptop,1200,171,2022/7/5,Ava,Brown,ava.brown95@hotmail.com
815,769,26,2,Backpack,70,23,2022/8/21,Mason,Johnson,mason.johnson73@yahoo.com
816,1583,37,5,Coffeemaker,90,277,2023/6/16,Sophia,Jones,sophia.jones49@outlook.com
817,1024,25,4,Computer Mouse Pad,15,404,2019/2/8,Emma,Smith,emma.smith34@live.com
818,1900,47,4,Headphones,180,160,2021/7/25,Ava,Smith,ava.smith28@gmail.com
819,758,48,4,Smart TV,1000,316,2022/12/29,Ethan,Davis,ethan.davis92@yahoo.com
820,762,49,4,Gaming Console,500,217,2023/12/24,Emma,Davis,emma.davis12@live.com
821,1537,19,3,Graphic Tablet,300,368,2019/7/29,Mason,Garcia,mason.garcia81@live.com
822,1825,25,3,Computer Mouse Pad,15,405,2021/3/10,Ava,Martinez,ava.martinez66@live.com
823,1131,33,5,Envelope,10,378,2021/5/14,Sophia,Davis,sophia.davis4@gmail.com
824,1320,30,3,Stapler,12,209,2023/8/13,Ava,Smith,ava.smith55@outlook.com
825,301,21,5,USB Flash Drive,40,215,2020/12/14,Sophia,Smith,sophia.smith90@live.com
826,1738,2,1,Smartphone,800,482,2020/10/10,Olivia,Williams,olivia.williams11@outlook.com
827,358,47,5,Headphones,180,130,2023/12/10,Olivia,Garcia,olivia.garcia2@gmail.com
828,1425,20,2,Fitness Tracker,160,125,2020/10/11,Logan,Brown,logan.brown89@yahoo.com
829,840,29,2,Highlighter,4,486,2019/12/6,Ethan,Smith,ethan.smith10@live.com
830,620,10,3,Camera,600,41,2020/2/11,Ethan,Garcia,ethan.garcia62@live.com
831,1538,22,2,Charging Cable,20,431,2020/5/21,Noah,Martinez,noah.martinez8@gmail.com
832,893,13,4,Desk Lamp,90,372,2022/10/6,Noah,Davis,noah.davis53@live.com
833,1253,46,5,Scanner,250,231,2019/4/23,Emma,Smith,emma.smith16@yahoo.com
834,236,37,4,Coffeemaker,90,134,2022/10/2,Logan,Rodriguez,logan.rodriguez9@gmail.com
835,264,26,4,Backpack,70,218,2023/7/16,Olivia,Miller,olivia.miller1@yahoo.com
836,406,25,3,Computer Mouse Pad,15,14,2020/6/19,Sophia,Davis,sophia.davis22@live.com
837,1246,35,1,Desk Organizer,20,155,2023/4/3,Logan,Jones,logan.jones59@hotmail.com
838,507,35,5,Desk Organizer,20,245,2022/6/12,Liam,Johnson,liam.johnson50@hotmail.com
839,918,33,4,Envelope,10,11,2021/3/4,Ethan,Miller,ethan.miller64@outlook.com
840,1711,47,3,Headphones,180,386,2020/1/27,Isabella,Rodriguez,isabella.rodriguez47@live.com
841,1088,37,2,Coffeemaker,90,431,2024/1/1,Noah,Martinez,noah.martinez8@gmail.com
842,12,13,1,Desk Lamp,90,218,2019/12/26,Olivia,Miller,olivia.miller1@yahoo.com
843,1766,2,3,Smartphone,800,258,2023/5/27,Noah,Brown,noah.brown90@yahoo.com
844,476,41,4,Desk,250,218,2018/10/4,Olivia,Miller,olivia.miller1@yahoo.com
845,1178,32,3,Binder,8,187,2022/10/2,Emma,Jones,emma.jones25@live.com
846,952,34,4,Calculator,25,252,2019/7/20,Noah,Jones,noah.jones43@outlook.com
847,821,35,2,Desk Organizer,20,319,2019/5/5,Logan,Garcia,logan.garcia39@gmail.com
848,159,33,5,Envelope,10,500,2022/10/26,Noah,Williams,noah.williams99@hotmail.com
849,1201,14,5,Gaming Chair,400,470,2022/1/29,Olivia,Williams,olivia.williams94@hotmail.com
850,490,23,2,Portable Charger,60,122,2023/5/22,Mason,Brown,mason.brown33@yahoo.com
851,1095,35,4,Desk Organizer,20,355,2023/4/10,Olivia,Williams,olivia.williams66@yahoo.com
852,1240,13,3,Desk Lamp,90,119,2022/10/22,Isabella,Rodriguez,isabella.rodriguez19@yahoo.com
853,1116,31,2,Paper Clips,1,255,2024/2/15,Isabella,Davis,isabella.davis35@gmail.com
854,1651,48,1,Smart TV,1000,368,2021/3/23,Mason,Garcia,mason.garcia81@live.com
855,98,43,2,Filing Cabinet,200,462,2023/11/16,Mason,Smith,mason.smith94@hotmail.com
856,297,1,4,Laptop,1200,151,2021/4/12,Ethan,Jones,ethan.jones48@outlook.com
857,1307,39,3,Thermos,25,210,2021/6/14,Ava,Smith,ava.smith16@live.com
858,74,33,5,Envelope,10,67,2019/2/6,Ethan,Johnson,ethan.johnson90@hotmail.com
859,1708,46,2,Scanner,250,207,2021/3/24,Noah,Martinez,noah.martinez96@outlook.com
860,1334,20,1,Fitness Tracker,160,9,2020/1/7,Ethan,Smith,ethan.smith2@outlook.com
861,1677,30,5,Stapler,12,159,2020/12/17,Ethan,Davis,ethan.davis21@gmail.com
862,597,46,3,Scanner,250,344,2021/1/4,Mason,Miller,mason.miller60@yahoo.com
863,1841,26,3,Backpack,70,468,2023/5/30,Noah,Johnson,noah.johnson75@outlook.com
864,99,10,1,Camera,600,222,2021/10/10,Olivia,Smith,olivia.smith64@live.com
865,834,22,3,Charging Cable,20,46,2019/2/20,Isabella,Smith,isabella.smith60@outlook.com
866,357,42,3,Office Chair,150,238,2019/8/31,Ethan,Davis,ethan.davis95@yahoo.com
867,1345,13,5,Desk Lamp,90,88,2023/3/3,Logan,Johnson,logan.johnson1@gmail.com
868,1223,16,1,Webcam,100,51,2021/6/27,Isabella,Garcia,isabella.garcia88@gmail.com
869,1384,49,5,Gaming Console,500,412,2022/4/26,Liam,Miller,liam.miller32@yahoo.com
870,1190,33,3,Envelope,10,329,2022/9/28,Ava,Rodriguez,ava.rodriguez80@live.com
871,1575,20,1,Fitness Tracker,160,216,2023/3/14,Liam,Jones,liam.jones62@gmail.com
872,355,16,3,Webcam,100,449,2019/8/30,Logan,Garcia,logan.garcia67@gmail.com
873,911,21,4,USB Flash Drive,40,95,2022/7/22,Ava,Brown,ava.brown32@gmail.com
874,1158,44,4,Whiteboard,130,396,2022/10/1,Ava,Johnson,ava.johnson88@outlook.com
875,1863,37,1,Coffeemaker,90,265,2023/12/15,Ava,Miller,ava.miller73@hotmail.com
876,187,5,3,Keyboard,100,318,2019/9/13,Ethan,Miller,ethan.miller72@live.com
877,599,32,3,Binder,8,394,2021/9/4,Mason,Brown,mason.brown52@gmail.com
878,738,39,1,Thermos,25,229,2020/12/24,Liam,Jones,liam.jones94@outlook.com
879,758,18,5,VR Headset,350,316,2022/12/29,Ethan,Davis,ethan.davis92@yahoo.com
880,136,8,1,External Hard Drive,120,93,2022/3/26,Ethan,Jones,ethan.jones97@hotmail.com
881,855,38,4,Water Bottle,30,363,2023/3/20,Olivia,Miller,olivia.miller27@gmail.com
882,1101,47,5,Headphones,180,310,2023/4/12,Logan,Miller,logan.miller31@hotmail.com
883,586,20,4,Fitness Tracker,160,79,2023/4/4,Liam,Davis,liam.davis86@outlook.com
884,270,16,4,Webcam,100,289,2022/11/1,Ava,Brown,ava.brown39@live.com
885,1390,50,2,Action Camera,300,302,2022/4/11,Ava,Rodriguez,ava.rodriguez66@live.com
886,549,41,4,Desk,250,435,2020/9/22,Sophia,Smith,sophia.smith26@hotmail.com
887,1055,1,5,Laptop,1200,79,2018/11/1,Liam,Davis,liam.davis86@outlook.com
888,1050,4,1,Monitor,300,361,2021/6/23,Olivia,Garcia,olivia.garcia26@gmail.com
889,1392,35,1,Desk Organizer,20,345,2022/1/23,Mason,Johnson,mason.johnson28@outlook.com
890,1225,27,3,Notebook,5,418,2023/9/8,Ethan,Smith,ethan.smith22@live.com
891,219,33,1,Envelope,10,391,2022/3/14,Liam,Smith,liam.smith98@yahoo.com
892,1460,37,5,Coffeemaker,90,396,2019/11/22,Ava,Johnson,ava.johnson88@outlook.com
893,1258,9,2,Wireless Headphones,150,409,2023/2/20,Logan,Garcia,logan.garcia4@gmail.com
894,1975,19,2,Graphic Tablet,300,235,2018/11/20,Olivia,Jones,olivia.jones23@yahoo.com
895,968,36,2,Bookshelf,150,305,2020/1/19,Emma,Garcia,emma.garcia8@live.com
896,1378,10,1,Camera,600,463,2020/6/16,Logan,Williams,logan.williams62@gmail.com
897,1868,10,4,Camera,600,150,2018/12/3,Liam,Martinez,liam.martinez33@live.com
898,1973,48,1,Smart TV,1000,50,2020/4/19,Noah,Williams,noah.williams71@gmail.com
899,575,23,1,Portable Charger,60,222,2022/6/23,Olivia,Smith,olivia.smith64@live.com
900,1218,41,4,Desk,250,244,2024/2/22,Noah,Smith,noah.smith84@outlook.com
901,633,10,1,Camera,600,21,2018/12/11,Logan,Davis,logan.davis3@live.com
902,1051,3,3,Tablet,450,389,2020/5/10,Emma,Smith,emma.smith38@outlook.com
903,1991,10,1,Camera,600,250,2018/12/28,Isabella,Rodriguez,isabella.rodriguez65@gmail.com
904,708,38,5,Water Bottle,30,500,2023/4/22,Noah,Williams,noah.williams99@hotmail.com
905,260,13,3,Desk Lamp,90,90,2020/5/9,Logan,Davis,logan.davis77@gmail.com
906,1126,46,2,Scanner,250,381,2021/8/12,Noah,Jones,noah.jones34@hotmail.com
907,1040,21,5,USB Flash Drive,40,284,2019/4/19,Ethan,Smith,ethan.smith69@hotmail.com
908,1264,32,1,Binder,8,278,2023/6/14,Logan,Smith,logan.smith12@live.com
909,986,32,3,Binder,8,115,2020/4/4,Mason,Jones,mason.jones73@outlook.com
910,360,44,3,Whiteboard,130,319,2021/3/6,Logan,Garcia,logan.garcia39@gmail.com
911,1219,9,2,Wireless Headphones,150,114,2022/9/2,Olivia,Rodriguez,olivia.rodriguez16@gmail.com
912,1418,15,5,Bluetooth Speaker,180,475,2020/8/4,Noah,Rodriguez,noah.rodriguez44@live.com
913,1959,19,3,Graphic Tablet,300,500,2022/4/14,Noah,Williams,noah.williams99@hotmail.com
914,4,14,5,Gaming Chair,400,431,2019/2/24,Noah,Martinez,noah.martinez8@gmail.com
915,48,18,1,VR Headset,350,437,2022/12/7,Logan,Smith,logan.smith7@hotmail.com
916,1251,30,4,Stapler,12,474,2020/11/26,Noah,Miller,noah.miller51@live.com
917,236,24,4,SD Card,30,134,2022/10/2,Logan,Rodriguez,logan.rodriguez9@gmail.com
918,1697,34,1,Calculator,25,270,2020/6/17,Sophia,Martinez,sophia.martinez55@live.com
919,1600,6,1,Mouse,50,23,2022/12/19,Mason,Johnson,mason.johnson73@yahoo.com
920,1998,4,2,Monitor,300,246,2022/8/8,Olivia,Johnson,olivia.johnson33@gmail.com
921,829,38,5,Water Bottle,30,324,2024/3/1,Mason,Williams,mason.williams38@live.com
922,668,1,2,Laptop,1200,102,2023/11/4,Isabella,Smith,isabella.smith59@gmail.com
923,1121,30,3,Stapler,12,408,2020/8/25,Ava,Miller,ava.miller16@outlook.com
924,1276,50,1,Action Camera,300,226,2020/7/18,Logan,Miller,logan.miller86@gmail.com
925,23,5,2,Keyboard,100,305,2021/7/10,Emma,Garcia,emma.garcia8@live.com
926,403,27,4,Notebook,5,234,2020/4/10,Liam,Johnson,liam.johnson33@live.com
927,564,1,1,Laptop,1200,75,2019/8/7,Emma,Johnson,emma.johnson23@live.com
928,1581,31,3,Paper Clips,1,286,2021/10/27,Olivia,Miller,olivia.miller52@hotmail.com
929,616,50,5,Action Camera,300,350,2019/1/26,Isabella,Johnson,isabella.johnson84@live.com
930,1014,39,2,Thermos,25,176,2019/5/22,Emma,Martinez,emma.martinez25@yahoo.com
931,648,47,5,Headphones,180,347,2019/12/9,Olivia,Rodriguez,olivia.rodriguez64@hotmail.com
932,13,24,4,SD Card,30,227,2021/11/29,Noah,Garcia,noah.garcia29@outlook.com
933,1372,17,2,Microphone,120,372,2023/7/21,Noah,Davis,noah.davis53@live.com
934,683,22,1,Charging Cable,20,231,2021/1/22,Emma,Smith,emma.smith16@yahoo.com
935,1449,19,3,Graphic Tablet,300,272,2023/12/2,Liam,Johnson,liam.johnson99@gmail.com
936,1232,45,3,Projector,400,82,2023/1/29,Noah,Smith,noah.smith6@outlook.com
937,59,50,5,Action Camera,300,61,2023/3/26,Isabella,Williams,isabella.williams99@outlook.com
938,352,41,3,Desk,250,253,2023/7/20,Emma,Smith,emma.smith29@live.com
939,662,48,1,Smart TV,1000,207,2019/7/9,Noah,Martinez,noah.martinez96@outlook.com
940,676,34,3,Calculator,25,120,2022/2/17,Mason,Johnson,mason.johnson67@hotmail.com
941,1345,19,4,Graphic Tablet,300,88,2023/3/3,Logan,Johnson,logan.johnson1@gmail.com
942,1833,3,5,Tablet,450,198,2019/3/15,Ethan,Martinez,ethan.martinez22@yahoo.com
943,1595,18,1,VR Headset,350,470,2021/6/25,Olivia,Williams,olivia.williams94@hotmail.com
944,1292,17,5,Microphone,120,349,2023/6/2,Isabella,Rodriguez,isabella.rodriguez73@gmail.com
945,963,6,4,Mouse,50,344,2022/9/23,Mason,Miller,mason.miller60@yahoo.com
946,1255,23,1,Portable Charger,60,191,2022/4/17,Mason,Garcia,mason.garcia20@gmail.com
947,1785,35,1,Desk Organizer,20,203,2022/12/12,Olivia,Martinez,olivia.martinez97@live.com
948,1074,37,1,Coffeemaker,90,151,2019/5/10,Ethan,Jones,ethan.jones48@outlook.com
949,671,45,2,Projector,400,220,2023/8/29,Noah,Williams,noah.williams96@gmail.com
950,1568,7,1,Smartwatch,250,26,2020/8/15,Ethan,Jones,ethan.jones9@yahoo.com
951,828,31,2,Paper Clips,1,452,2021/4/15,Ethan,Davis,ethan.davis8@gmail.com
952,1486,44,3,Whiteboard,130,456,2019/5/3,Olivia,Rodriguez,olivia.rodriguez26@yahoo.com
953,1671,14,5,Gaming Chair,400,113,2024/1/29,Liam,Smith,liam.smith98@hotmail.com
954,599,35,1,Desk Organizer,20,394,2021/9/4,Mason,Brown,mason.brown52@gmail.com
955,1450,41,2,Desk,250,446,2023/4/9,Noah,Johnson,noah.johnson17@live.com
956,632,19,1,Graphic Tablet,300,135,2018/10/18,Ethan,Williams,ethan.williams99@hotmail.com
957,1072,31,2,Paper Clips,1,300,2023/6/5,Emma,Garcia,emma.garcia9@yahoo.com
958,417,33,3,Envelope,10,381,2019/1/16,Noah,Jones,noah.jones34@hotmail.com
959,1371,24,4,SD Card,30,445,2019/2/17,Logan,Brown,logan.brown44@gmail.com
960,1600,21,1,USB Flash Drive,40,23,2022/12/19,Mason,Johnson,mason.johnson73@yahoo.com
961,1777,10,2,Camera,600,151,2020/12/8,Ethan,Jones,ethan.jones48@outlook.com
962,708,50,3,Action Camera,300,500,2023/4/22,Noah,Williams,noah.williams99@hotmail.com
963,1940,48,2,Smart TV,1000,47,2020/5/27,Olivia,Miller,olivia.miller41@live.com
964,561,41,2,Desk,250,38,2021/3/26,Emma,Garcia,emma.garcia34@yahoo.com
965,63,1,3,Laptop,1200,116,2021/1/26,Liam,Davis,liam.davis59@live.com
966,1968,19,1,Graphic Tablet,300,267,2022/12/30,Emma,Miller,emma.miller36@yahoo.com
967,1254,3,4,Tablet,450,141,2018/9/20,Olivia,Martinez,olivia.martinez38@outlook.com
968,1685,41,3,Desk,250,491,2019/12/24,Logan,Johnson,logan.johnson63@live.com
969,1142,17,2,Microphone,120,222,2019/6/15,Olivia,Smith,olivia.smith64@live.com
970,780,23,3,Portable Charger,60,310,2021/3/9,Logan,Miller,logan.miller31@hotmail.com
971,1191,31,2,Paper Clips,1,454,2022/7/23,Liam,Garcia,liam.garcia41@live.com
972,1730,21,5,USB Flash Drive,40,88,2023/10/20,Logan,Johnson,logan.johnson1@gmail.com
973,1504,31,3,Paper Clips,1,85,2019/1/17,Ava,Miller,ava.miller30@hotmail.com
974,1411,5,4,Keyboard,100,34,2021/8/27,Mason,Garcia,mason.garcia6@yahoo.com
975,629,22,2,Charging Cable,20,476,2019/3/26,Emma,Smith,emma.smith70@yahoo.com
976,64,47,2,Headphones,180,111,2019/6/22,Ava,Miller,ava.miller56@hotmail.com
977,828,47,3,Headphones,180,452,2021/4/15,Ethan,Davis,ethan.davis8@gmail.com
978,995,50,2,Action Camera,300,462,2018/10/12,Mason,Smith,mason.smith94@hotmail.com
979,476,43,2,Filing Cabinet,200,218,2018/10/4,Olivia,Miller,olivia.miller1@yahoo.com
980,904,46,3,Scanner,250,428,2021/7/18,Noah,Rodriguez,noah.rodriguez63@live.com
981,1902,37,3,Coffeemaker,90,337,2023/12/15,Emma,Rodriguez,emma.rodriguez16@gmail.com
982,433,15,4,Bluetooth Speaker,180,11,2022/9/12,Ethan,Miller,ethan.miller64@outlook.com
983,605,10,3,Camera,600,324,2023/8/10,Mason,Williams,mason.williams38@live.com
984,225,8,1,External Hard Drive,120,433,2020/7/26,Mason,Garcia,mason.garcia52@yahoo.com
985,1570,27,4,Notebook,5,442,2021/3/5,Logan,Rodriguez,logan.rodriguez28@yahoo.com
986,1556,29,3,Highlighter,4,157,2018/12/6,Isabella,Johnson,isabella.johnson51@hotmail.com
987,1827,43,5,Filing Cabinet,200,257,2020/8/3,Sophia,Williams,sophia.williams26@yahoo.com
988,888,26,3,Backpack,70,227,2019/4/25,Noah,Garcia,noah.garcia29@outlook.com
989,50,7,3,Smartwatch,250,106,2019/7/12,Isabella,Williams,isabella.williams1@hotmail.com
990,966,40,5,Wall Clock,45,37,2022/9/12,Isabella,Smith,isabella.smith90@outlook.com
991,1001,16,4,Webcam,100,406,2021/10/14,Olivia,Jones,olivia.jones43@hotmail.com
992,381,34,2,Calculator,25,293,2023/1/14,Ava,Johnson,ava.johnson87@live.com
993,1848,28,1,Pen,3,490,2020/3/29,Noah,Miller,noah.miller84@gmail.com
994,1465,44,5,Whiteboard,130,276,2019/8/2,Olivia,Brown,olivia.brown59@hotmail.com
995,1048,9,4,Wireless Headphones,150,171,2022/7/5,Ava,Brown,ava.brown95@hotmail.com
996,1552,23,2,Portable Charger,60,433,2022/8/5,Mason,Garcia,mason.garcia52@yahoo.com
997,287,6,5,Mouse,50,155,2020/1/19,Logan,Jones,logan.jones59@hotmail.com
998,1744,34,5,Calculator,25,492,2020/12/20,Logan,Williams,logan.williams73@gmail.com
999,1645,13,2,Desk Lamp,90,76,2023/10/24,Emma,Miller,emma.miller15@hotmail.com
1000,1877,11,4,Printer,200,363,2018/9/25,Olivia,Miller,olivia.miller27@gmail.com
1001,1354,38,3,Water Bottle,30,147,2023/7/20,Noah,Miller,noah.miller80@live.com
1002,266,33,3,Envelope,10,157,2020/8/15,Isabella,Johnson,isabella.johnson51@hotmail.com
1003,1450,5,2,Keyboard,100,446,2023/4/9,Noah,Johnson,noah.johnson17@live.com
1004,919,22,3,Charging Cable,20,394,2019/4/2,Mason,Brown,mason.brown52@gmail.com
1005,1428,36,5,Bookshelf,150,250,2023/1/14,Isabella,Rodriguez,isabella.rodriguez65@gmail.com
1006,1045,9,5,Wireless Headphones,150,374,2019/4/4,Mason,Brown,mason.brown83@gmail.com
1007,9,47,3,Headphones,180,134,2019/7/14,Logan,Rodriguez,logan.rodriguez9@gmail.com
1008,1865,46,1,Scanner,250,112,2023/11/12,Noah,Miller,noah.miller17@live.com
1009,1375,39,5,Thermos,25,487,2022/9/26,Logan,Jones,logan.jones23@yahoo.com
1010,1189,12,2,E-reader,130,362,2022/5/10,Logan,Rodriguez,logan.rodriguez86@hotmail.com
1011,175,13,3,Desk Lamp,90,409,2022/5/31,Logan,Garcia,logan.garcia4@gmail.com
1012,934,24,2,SD Card,30,65,2020/3/4,Olivia,Williams,olivia.williams47@hotmail.com
1013,93,45,4,Projector,400,96,2023/5/28,Ava,Smith,ava.smith52@gmail.com
1014,1042,7,3,Smartwatch,250,71,2022/11/13,Emma,Johnson,emma.johnson63@gmail.com
1015,1318,7,1,Smartwatch,250,308,2021/5/14,Ethan,Williams,ethan.williams45@outlook.com
1016,625,27,1,Notebook,5,46,2022/9/7,Isabella,Smith,isabella.smith60@outlook.com
1017,1156,37,5,Coffeemaker,90,232,2020/7/31,Ethan,Jones,ethan.jones90@live.com
1018,625,5,2,Keyboard,100,46,2022/9/7,Isabella,Smith,isabella.smith60@outlook.com
1019,1785,35,4,Desk Organizer,20,203,2022/12/12,Olivia,Martinez,olivia.martinez97@live.com
1020,642,44,2,Whiteboard,130,46,2021/1/30,Isabella,Smith,isabella.smith60@outlook.com
1021,386,47,4,Headphones,180,3,2021/3/21,Isabella,Smith,isabella.smith72@live.com
1022,554,39,5,Thermos,25,221,2021/3/25,Liam,Johnson,liam.johnson1@live.com
1023,639,31,3,Paper Clips,1,293,2021/2/20,Ava,Johnson,ava.johnson87@live.com
1024,883,33,3,Envelope,10,153,2023/4/2,Mason,Brown,mason.brown17@gmail.com
1025,236,19,5,Graphic Tablet,300,134,2022/10/2,Logan,Rodriguez,logan.rodriguez9@gmail.com
1026,299,36,4,Bookshelf,150,1,2020/11/25,Isabella,Miller,isabella.miller52@live.com
1027,548,37,5,Coffeemaker,90,64,2021/5/24,Noah,Johnson,noah.johnson99@live.com
1028,31,20,1,Fitness Tracker,160,10,2024/1/28,Ethan,Smith,ethan.smith30@yahoo.com
1029,1246,33,3,Envelope,10,155,2023/4/3,Logan,Jones,logan.jones59@hotmail.com
1030,1029,29,1,Highlighter,4,322,2022/4/15,Ava,Martinez,ava.martinez63@outlook.com
1031,414,43,3,Filing Cabinet,200,190,2023/8/29,Noah,Williams,noah.williams36@live.com
1032,701,41,1,Desk,250,208,2021/12/10,Mason,Johnson,mason.johnson94@hotmail.com
1033,637,12,2,E-reader,130,459,2019/7/18,Liam,Martinez,liam.martinez33@live.com
1034,284,6,4,Mouse,50,425,2022/1/15,Mason,Jones,mason.jones73@yahoo.com
1035,1409,5,4,Keyboard,100,391,2021/12/17,Liam,Smith,liam.smith98@yahoo.com
1036,567,5,3,Keyboard,100,497,2020/5/5,Sophia,Brown,sophia.brown50@live.com
1037,490,38,3,Water Bottle,30,122,2023/5/22,Mason,Brown,mason.brown33@yahoo.com
1038,143,47,1,Headphones,180,298,2023/9/15,Noah,Rodriguez,noah.rodriguez7@live.com
1039,1227,38,2,Water Bottle,30,19,2020/9/13,Logan,Williams,logan.williams55@outlook.com
1040,678,6,3,Mouse,50,276,2023/9/15,Olivia,Brown,olivia.brown59@hotmail.com
1041,888,19,3,Graphic Tablet,300,227,2019/4/25,Noah,Garcia,noah.garcia29@outlook.com
